XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	ExternalEvaluation	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
68003	100006576	2017-08-22	8	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68004	100006576	2017-08-29	9	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68005	100006576	2017-09-05	9	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68006	100006576	2017-09-12	9	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68007	100006576	2017-09-19	9	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68008	100006576	2017-09-26	9	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68009	100006576	2017-10-03	10	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68010	100006576	2017-10-10	10	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68011	100006576	2017-10-17	10	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68012	100006576	2017-10-24	10	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68013	100006576	2017-10-31	11	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68014	100006576	2017-11-07	11	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68015	100006576	2017-11-14	11	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68058	100006579	2017-05-02	5	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
68212	100006590	2017-10-02	10	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68214	100006590	2017-10-09	10	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68220	100006590	2017-11-13	11	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68264	100006596	2017-07-21	7	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68265	100006596	2017-08-04	8	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68273	100006596	2017-11-24	11	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68274	100006596	2017-12-22	12	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
68286	100006598	2017-07-03	7	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68299	100006598	2017-09-28	9	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68300	100006598	2017-10-04	10	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68324	100006599	2017-07-04	7	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
68367	100006600	2017-08-25	8	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
68425	100006602	2017-07-03	7	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68437	100006602	2017-09-28	9	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68438	100006602	2017-10-04	10	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68449	100006602	2017-12-13	12	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
68487	100006612	2017-05-02	5	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
68547	100006633	2017-07-03	7	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
68558	100006643	2017-05-05	5	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68559	100006643	2017-05-12	5	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68560	100006643	2017-05-19	5	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68561	100006643	2017-05-26	5	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68563	100006643	2017-06-09	6	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68564	100006643	2017-06-16	6	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68565	100006643	2017-06-23	6	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68576	100006644	2017-09-12	9	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68587	100006647	2017-07-19	7	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68775	100006655	2017-07-03	7	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68882	100006658	2017-12-28	12	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68906	100006660	2017-12-15	12	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68940	100006661	2017-11-21	11	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68993	100006663	2017-07-14	7	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
68999	100006663	2017-08-18	8	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
69031	100006690	2017-05-10	5	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
69042	100006690	2017-07-28	7	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
69047	100006690	2017-09-01	9	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
69086	100006704	2017-05-05	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69092	100006705	2017-05-05	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69094	100006705	2017-05-31	6	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69095	100006705	2017-06-14	6	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69098	100006705	2017-07-14	7	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69101	100006705	2017-08-25	8	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69104	100006705	2017-10-06	10	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69107	100006705	2017-11-17	11	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69110	100006705	2017-12-15	12	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69111	100006705	2017-12-29	12	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69112	100006716	2017-05-05	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
69145	100006747	2017-07-03	7	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
69152	100006753	2017-06-09	6	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
69165	100006753	2017-09-04	9	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
69179	100006753	2017-12-01	12	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
69195	100006756	2017-07-03	7	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
69205	100006757	2017-07-03	7	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
69236	100006759	2017-07-03	7	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
69259	100006761	2017-07-04	7	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
69321	100006768	2017-07-03	7	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
69373	100006770	2017-12-05	12	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
69423	100006773	2017-07-03	7	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
69447	100006773	2017-12-04	12	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
69618	100006854	2017-07-03	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
69647	100006873	2017-06-07	6	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
69770	100006934	2017-06-13	6	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69788	100006937	2017-05-23	5	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69792	100006937	2017-07-07	7	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69794	100006937	2017-08-04	8	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69796	100006937	2017-09-01	9	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69798	100006937	2017-09-29	9	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69799	100006937	2017-10-13	10	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69800	100006937	2017-10-27	10	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69801	100006937	2017-11-10	11	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69802	100006937	2017-11-24	11	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69803	100006937	2017-12-22	12	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69839	100006940	2017-07-03	7	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
69891	100006941	2017-12-25	12	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
70013	100006964	2017-08-31	9	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
70042	100006965	2017-07-03	7	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
70071	100006983	2017-07-27	7	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
70072	100006983	2017-08-10	8	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
70074	100006983	2017-09-07	9	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
70075	100006983	2017-09-21	9	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
70077	100006983	2017-10-19	10	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
70078	100006983	2017-11-02	11	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
70088	100006988	2017-10-05	10	1	0	0	Employee 37	Team 6				 	 	 	 	 	 	 
70099	100006990	2017-06-20	6	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
70100	100006990	2017-07-04	7	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
70154	100007031	2017-05-02	5	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
70254	100007045	2017-07-03	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
70292	100007046	2017-07-03	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
70381	100007055	2017-07-03	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
70382	100007055	2017-07-10	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
70442	100007065	2017-07-03	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70456	100007065	2017-10-09	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70457	100007065	2017-10-16	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70462	100007065	2017-11-20	11	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70465	100007065	2017-11-27	12	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70483	100007069	2017-05-02	5	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70484	100007069	2017-05-09	5	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70485	100007069	2017-05-16	5	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70486	100007069	2017-05-23	5	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70489	100007069	2017-06-13	6	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70490	100007069	2017-06-20	6	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70491	100007069	2017-06-27	6	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70492	100007069	2017-07-04	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70493	100007069	2017-07-11	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70494	100007069	2017-07-18	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70496	100007069	2017-08-01	8	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70499	100007069	2017-08-22	8	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70500	100007069	2017-08-29	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70502	100007069	2017-09-12	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70503	100007069	2017-09-19	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70504	100007069	2017-09-26	9	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70505	100007069	2017-10-03	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70507	100007069	2017-10-17	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70508	100007069	2017-10-24	10	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70509	100007069	2017-10-31	11	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70512	100007069	2017-11-21	11	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70517	100007069	2017-12-19	12	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
70532	100007071	2017-07-10	7	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70533	100007071	2017-07-24	7	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70535	100007071	2017-08-21	8	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70536	100007071	2017-09-04	9	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70538	100007071	2017-10-02	10	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70539	100007071	2017-10-16	10	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70540	100007071	2017-10-30	11	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70541	100007071	2017-11-13	11	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70543	100007071	2017-12-11	12	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70544	100007071	2017-12-25	12	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70667	100007089	2017-12-13	12	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70761	100007104	2017-05-03	5	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70762	100007104	2017-05-10	5	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70767	100007104	2017-06-14	6	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70768	100007104	2017-06-21	6	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70769	100007104	2017-06-28	6	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70770	100007104	2017-07-05	7	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
70836	100007108	2017-05-03	5	1	0	0	Employee 47	Team 4				 	 	 	 	 	 	 
70837	100007108	2017-05-10	5	1	0	0	Employee 47	Team 4				 	 	 	 	 	 	 
70839	100007108	2017-05-17	5	1	0	0	Employee 47	Team 4				 	 	 	 	 	 	 
70941	100007126	2017-05-26	5	1	0	0	Employee 47	Team 4				 	 	 	 	 	 	 
71029	100007134	2017-11-17	11	1	0	0	Employee 47	Team 4				 	 	 	 	 	 	 
71182	100007154	2017-12-19	12	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71183	100007154	2017-12-26	12	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71208	100007158	2017-10-06	10	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
71240	100007161	2017-10-06	10	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
71338	100007169	2017-05-04	5	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71340	100007169	2017-05-11	5	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71343	100007169	2017-06-01	6	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71344	100007169	2017-06-08	6	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71345	100007169	2017-06-15	6	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71346	100007169	2017-06-22	6	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71355	100007169	2017-08-24	8	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71356	100007169	2017-08-31	9	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71357	100007169	2017-09-07	9	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71358	100007169	2017-09-14	9	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71359	100007169	2017-09-21	9	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71361	100007169	2017-10-05	10	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71363	100007169	2017-10-12	10	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71364	100007169	2017-10-19	10	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71365	100007169	2017-10-26	10	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71368	100007169	2017-11-16	11	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71369	100007169	2017-11-23	11	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71371	100007169	2017-12-07	12	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71372	100007169	2017-12-14	12	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71373	100007169	2017-12-21	12	1	0	0	Employee 41	Team 1				 	 	 	 	 	 	 
71454	100007176	2017-10-20	10	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
71478	100007181	2017-08-21	8	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
71520	100007200	2017-06-22	6	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
71525	100007205	2017-05-11	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
71652	100007213	2017-07-03	7	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
71667	100007214	2017-07-10	7	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
71786	100007227	2017-06-16	6	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71788	100007227	2017-06-23	6	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71789	100007227	2017-06-30	6	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71790	100007227	2017-07-07	7	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71791	100007227	2017-07-14	7	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71807	100007227	2017-10-20	10	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71808	100007227	2017-10-27	10	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71809	100007227	2017-11-03	11	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
71935	100007236	2017-09-04	9	1	0	0	Employee 43	Team 1				 	 	 	 	 	 	 
72013	100007243	2017-07-17	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
72014	100007243	2017-07-31	8	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
72015	100007243	2017-08-14	8	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
72018	100007243	2017-09-25	9	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
72019	100007243	2017-10-09	10	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
72021	100007243	2017-11-06	11	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
72022	100007243	2017-11-20	11	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
72023	100007243	2017-12-04	12	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
72145	100007253	2017-07-04	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
72211	100007266	2017-05-19	5	1	0	0	Employee 40	Team 6		64.354		 	 	underdue	 	 	underdue	 
72238	100007273	2017-07-04	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
72297	100007275	2017-05-10	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
72300	100007275	2017-06-21	6	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
72310	100007276	2017-07-04	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
72346	100007288	2017-07-04	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
72349	100007288	2017-07-25	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
72375	100007290	2017-07-25	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
72408	100007291	2017-07-04	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
72426	100007293	2017-06-23	6	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72432	100007293	2017-07-13	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72484	100007294	2017-05-10	5	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72485	100007294	2017-05-16	5	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72496	100007294	2017-07-11	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72526	100007295	2017-05-12	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
72528	100007295	2017-05-26	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
72539	100007297	2017-06-28	6	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72581	100007299	2017-07-14	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72612	100007300	2017-07-13	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72674	100007301	2017-12-06	12	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72690	100007306	2017-07-13	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72729	100007307	2017-07-11	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72730	100007307	2017-07-13	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72829	100007310	2017-07-07	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
72898	100007318	2017-07-07	7	1	0	0	Employee 29	Team 5				 	 	 	 	 	 	 
73006	100007324	2017-06-05	6	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73032	100007324	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73043	100007325	2017-06-05	6	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73068	100007325	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73117	100007328	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73153	100007329	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73168	100007333	2017-11-15	11	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
73181	100007334	2017-11-15	11	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
73189	100007335	2017-09-06	9	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
73194	100007335	2017-11-15	11	1	0	0	Employee 1	Team 10				 	 	 	 	 	 	 
73219	100007336	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73255	100007337	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73296	100007341	2017-11-07	11	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73297	100007341	2017-11-14	11	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73298	100007341	2017-11-21	11	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73322	100007343	2017-07-04	7	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73376	100007343	2017-12-29	12	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73382	100007344	2017-06-05	6	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73407	100007344	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73443	100007345	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73511	100007347	2017-10-04	10	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73513	100007347	2017-10-18	10	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73514	100007347	2017-10-25	10	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73525	100007348	2017-11-16	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73553	100007349	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73559	100007355	2017-05-02	5	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73560	100007356	2017-05-04	5	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73561	100007356	2017-05-18	5	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73562	100007356	2017-06-01	6	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73647	100007366	2017-05-02	5	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73654	100007369	2017-10-06	10	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73671	100007370	2017-11-16	11	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73680	100007371	2017-07-03	7	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73690	100007371	2017-11-13	11	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
73719	100007375	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73733	100007377	2017-10-06	10	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73737	100007377	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73771	100007378	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73782	100007387	2017-06-05	6	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73808	100007387	2017-11-24	11	1	0	0	Employee 32	Team 10				 	 	 	 	 	 	 
73814	100007390	2017-05-02	5	1	0	0	Employee 60	Team 7				 	 	 	 	 	 	 
73830	100007393	2017-06-06	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
73832	100007393	2017-07-04	7	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
73834	100007393	2017-08-01	8	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
73838	100007393	2017-09-14	9	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
73839	100007393	2017-09-26	9	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
73841	100007393	2017-10-24	10	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
73876	100007398	2017-07-27	7	1	0	0	Employee 17	Team 8				 	 	 	 	 	 	 
73904	100007403	2017-07-28	7	1	0	0	Employee 17	Team 8				 	 	 	 	 	 	 
73967	100007408	2017-05-11	5	1	0	0	Employee 17	Team 8				 	 	 	 	 	 	 
73972	100007408	2017-05-30	6	1	0	0	Employee 17	Team 8				 	 	 	 	 	 	 
73975	100007408	2017-06-14	6	1	0	0	Employee 17	Team 8				 	 	 	 	 	 	 
73978	100007408	2017-07-03	7	1	0	0	Employee 17	Team 8				 	 	 	 	 	 	 
74038	100007436	2017-06-06	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74050	100007436	2017-11-03	11	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74058	100007438	2017-06-06	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74070	100007438	2017-11-03	11	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74073	100007438	2017-12-14	12	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74074	100007438	2017-12-28	12	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74076	100007445	2017-05-15	5	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74078	100007445	2017-05-31	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74079	100007445	2017-06-12	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74082	100007445	2017-07-24	7	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74083	100007445	2017-08-07	8	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74084	100007445	2017-08-21	8	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74085	100007445	2017-09-04	9	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74087	100007445	2017-10-02	10	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
74088	100007445	2017-10-16	10	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
